"DATE","TITLE","ACTIVITY"
"Jan 14, 2017 07:56","Part 2i - Summary of Contributions and Transfers Received",""

SUMMARY_DATA
"Client_id","Registered_association","Fiscal_period","Total_monetary_contributions-Contributions_from_individuals","Total_non-monetary_contributions-Contributions_from_individuals","Total_contributions-Contributions_from_individuals","Total_number_of_contributors-Contributions_from_individuals","Total_monetary_contributions-Contributions_from_corporations","Total_non-monetary_contributions-Contributions_from_corporations","Total_contributions-Contributions_from_corporations","Total_number_of_contributors-Contributions_from_corporations","Total_monetary_contributions-Contributions_from_trade_unions","Total_non-monetary_contributions-Contributions_from_trade_unions","Total_contributions-Contributions_from_trade_unions","Total_number_of_contributors-Contributions_from_trade_unions","Total_monetary_contributions-Contributions_from_associations","Total_contributions-Contributions_from_associations","Total_number_of_contributors-Contributions_from_associations","Total_monetary_contributions-Total_of_all_contributions","Total_non-monetary_contributions-Total_of_all_contributions","Total_contributions-Total_of_all_contributions","Total_number_of_contributions-Total_of_all_contributions","Total_monetary_transfers-Transfers_received_from_registered_parties","Total_non-monetary_transfers-Transfers_received_from_registered_parties","Total_transfers-Transfers_received_from_registered_parties","Total_monetary_transfers-Transfers_received_from_registered_associations","Total_non-monetary_transfers-Transfers_received_from_registered_associations","Total_transfers-Transfers_received_from_registered_associations","Total_monetary_transfers-Transfers_received_from_candidates","Total_non-monetary_transfers-Transfers_received_from_candidates","Total_transfers-Transfers_received_from_candidates","Total_monetary_transfers-Transfers_received_from_leadership_contestants","Total_transfers-Transfers_received_from_leadership_contestants","Total_monetary_transfers-Transfers_received_from_nomination_contestants","Total_transfers-Transfers_received_from_nomination_contestants","Total_monetary_transfers-Total_transfers_received","Total_non-monetary_transfers-Total_transfers_received","Total_transfers-Total_transfers_received","Total_monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_non-monetary_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received","Total_contributions_and_transfers-Grand_total_of_Contributions_and_Transfers_Received"
"6799","Bloc Québécois Mégantic--L'Érable","2005","17589","","17589","396","4650","","4650","27","","","0","0","","","0","22239","0","22239","423","4831.6","","4831.6","","","0","","","0","","0","","0","4831.6","0","4831.6","27070.6","0","27070.6"
"10534","Bloc Québécois Mégantic--L'Érable","2006","5700","0","5700","88","1000","0","1000","6","0","0","0","0","0","0","0","6700","0","6700","94","2149.6","0","2149.6","0","0","0","0","0","0","0","0","0","0","2149.6","0","2149.6","8849.6","0","8849.6"
"3289","Bloc Québécois Rimouski-Neigette--Témiscouata--Les Basques","2004","16844","","16844","181","4222","","4222","43","","","0","0","","","0","21066","0","21066","224","3754","","3754","","","0","","","0","","0","","0","3754","0","3754","24820","0","24820"
"6159","Bloc Québécois Rimouski-Neigette--Témiscouata--Les Basques","2005","12711.99","","12711.99","201","3900.33","","3900.33","40","","","","","","","","16612.32","","16612.32","241","4745.71","","4745.71","","","","","","","","","","","4745.71","","4745.41","21358.03","","21358.03"
"9896","Bloc Québécois Rimouski-Neigette--Témiscouata--Les Basques","2006","11757","","0","131","2966.73","","","27","","","","","","","","14723.73","","","158","1735.24","","","","","","","","","","","","","1735.24","","","16458.97","",""
"3293","Bloc Québécois Rivière des Mille-Îles","2004","15097.52","100","15197.52","271","2431.2","650","3081.2","30","","","","","","","0","17528.72","750","18278.72","301","510","","510","","","","17415.73","","17415.73","","","","","17925.73","","17925.73","35454.45","750","36204.45"
"6141","Bloc Québécois Rivière des Mille-Îles","2005","9369.51","","9369.51","142","240","","240","3","","","","","","","","9609.51","","9609.51","145","7465.92","","7465.92","","","","","","","","","","","7465.92","","7465.92","17075.43","","17075.43"
"9878","Bloc Québécois Rivière des Mille-Îles","2006","18701.58","0","18701.58","164","1700","0","1700","2","0","0","0","0","0","0","0","20401.58","0","20401.58","166","3263.33","0","3263.33","0","0","0","20344.28","0","20344.28","0","0","0","0","23607.61","0","23607.61","44009.19","0","44009.19"
"3290","Bloc Québécois Roberval--Lac-Saint-Jean","2004","9432","","9432","79","3150","","3150","18","","","","","","","","12582","","12582","97","4049.31","","4049.31","","","","","","","","","","","4049.31","","4049.31","16631.31","","16631.31"
"6160","Bloc Québécois Roberval--Lac-Saint-Jean","2005","12802","","12802","117","5440","","5440","28","","","0","0","","","0","18242","0","18242","145","8677.5","","8677.5","","","0","45.73","","45.73","","0","","0","8723.23","0","8723.23","26965.23","0","26965.23"
"9897","Bloc Québécois Roberval--Lac-Saint-Jean","2006","15778.8","","15778.8","60","6636","","6636","14","","","0","0","","","0","22414.8","0","22414.8","74","6482.84","","6482.84","","","0","35948.62","","35948.62","","0","","0","42431.46","0","42431.46","64846.26","0","64846.26"
"2903","Bloc Québécois Saint-Maurice--Champlain","2004","21441.05","","21441.05","173","870","","870","6","","","0","0","","","0","22311.05","0","22311.05","179","948.7","","948.7","","","0","","","0","","0","","0","948.7","0","948.7","23259.75","0","23259.75"
"6910","Bloc Québécois Saint-Maurice--Champlain","2005","11100","","11100","91","800","","800","5","","","0","0","","","0","11900","0","11900","96","6769.98","","6769.98","","","0","","","0","","0","","0","6769.98","0","6769.98","18669.98","0","18669.98"
"10645","Bloc Québécois Saint-Maurice--Champlain","2006","25030","","25030","235","2400","","2400","16","","","","","","","","27430","","27430","251","1944.35","","1944.35","","","","33764.36","","33764.36","","","","","35708.71","","35708.71","63138.71","","63138.71"
"3298","Bloc Québécois Sherbrooke","2004","31595","","31595","198","5450","","5450","18","","","","","","","","37045","","37045","216","5624","","5624","750.02","","750.02","","","","","","","","6374.02","","6374.02","43419.02","","43419.02"
"6149","Bloc Québécois Sherbrooke","2005","11136.65","","11136.65","100","1200","","1200","3","","","","","","","","12336.65","","12336.65","103","8616","","8616","","","","","","","","","","","8616","","8616","20952.65","","20952.65"
"9886","Bloc Québécois Sherbrooke","2006","11695","","11695","120","2000","","2000","7","","","","","","","","13695","","13695","127","6325.62","","6325.62","","","","","","","","","","","6325.62","","6325.62","20020.62","","20020.62"
"11035","Bloc Québécois Vaudreuil-Soulanges","2005","25920","","","","1800","","","","","","","","","","","27720","","","","15282.71","","","","","","","","","","","","","15282.71","","","43002.71","",""
"10885","Bloc Québécois Vaudreuil-Soulanges","2006","8657.82","","","44","373.52","","","4","","","","","","","","9031.34","","","48","2807.05","","","","","","43206.03","","","","","","","46013.08","","","55044.42","",""
"3224","Bonavista--Exploits Federal NDP Riding Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6563","Bonavista--Exploits Federal NDP Riding Association","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10298","Bonavista--Exploits Federal NDP Riding Association","2006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2904","Bonavista--Gander--Grand Falls--Windsor Conservative Association","2004","","","","","","","","","","","","","","","","","","","","7765.8","","7765.8","","","","","","","","","","","7765.8","","7765.8","7765.8","","7765.8"
"6914","Bonavista--Gander--Grand Falls--Windsor Conservative Association","2005","7545","","7545","24","200","","200","1","","","0","0","","","0","7745","0","7745","25","280","","280","1000","","1000","","","0","","0","","0","1280","0","1280","9025","0","9025"
"10649","Bonavista--Gander--Grand Falls--Windsor Conservative Association","2006","0","0","0","0","100","0","100","1","0","0","0","0","0","0","0","100","0","100","1","402","0","402","2000","0","2000","0","0","0","0","0","0","0","2402","0","2402","2502","0","2502"
"3575","Bonavista--Gander--Grand Falls--Windsor Federal Liberal Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7002","Bonavista--Gander--Grand Falls--Windsor Federal Liberal Association","2005","5920","","5920","16","1125","","1125","16","","","0","0","","","0","7045","0","7045","32","","","0","","","0","","","0","","0","","0","0","0","0","7045","0","7045"
"10736","Bonavista--Gander--Grand Falls--Windsor Federal Liberal Association","2006","2300","","2300","3","","","","","","","","","","","","2300","","2300","3","","","","","","","","","","","","","","","","","2300","","2300"
"3615","Bourassa Federal Liberal Association","2004","43359","","43359","35","18500","","18500","15","","","","","","","","61859","","61859","50","","","","","","","16000","","16000","","","","","16000","","16000","77859","","77859"
"6078","Bourassa Federal Liberal Association","2005","40470","","40470","67","9000","","9000","20","","","","","","","","49470","","49470","87","","","","","","","","","","","","","","","","","49470","","49470"
"9815","Bourassa Federal Liberal Association","2006","38850","","38850","30","2250","","2250","3","","","","","","","","41100","","41100","33","","","","","","","727.21","","727.21","","","","","727.21","","727.21","41827.21","","41827.21"
"3942","Bramalea--Gore--Malton Conservative Association","2004","21720","","21720","82","20525","","20525","51","","","","","","","","42245","","42245","133","11471.93","","11471.93","","","","","","","","","","","11471.93","","11471.93","53716.93","","53716.93"
"7015","Bramalea--Gore--Malton Conservative Association","2005","6886.64","","6886.64","24","19578.36","","19578.36","35","","","0","0","","","0","26465","0","26465","59","4550","","4550","","","0","","","0","","0","","0","4550","0","4550","31015","0","31015"
"10749","Bramalea--Gore--Malton Conservative Association","2006","","","","","","","","","","","","","","","","","","","","","","","1445.28","","1445.28","48221.83","","48221.83","","","","","49667.11","","49667.11","49667.11","","49667.11"
"3516","Bramalea--Gore--Malton Federal Liberal Association","2004","56401","","","","66450","","","","","","","","","","","122851","","","","1287.44","","","","","","33120.19","","","","","","","34407.63","","","157258.63","",""
"6305","Bramalea--Gore--Malton Federal Liberal Association","2005","33125","","33125","82","44750","","44750","65","","","0","0","","","0","77875","0","77875","147","137.14","","137.14","","","0","24694.98","","24694.98","","0","","0","24832.12","0","24832.12","102707.12","0","102707.12"
"10042","Bramalea--Gore--Malton Federal Liberal Association","2006","10","0","10","1","0","0","0","0","0","0","0","0","0","0","0","10","0","10","1","2471.59","3624.58","6096.17","0","0","0","22495.65","0","22495.65","0","0","0","0","24967.24","3624.58","28591.82","24977.24","3624.58","28601.82"
"3156","Bramalea--Gore--Malton Federal NDP Riding Association","2004","2153.8","","2153.8","7","","","0","0","","","0","0","","","0","2153.8","0","2153.8","7","","","0","","","0","","","0","","0","","0","0","0","0","2153.8","0","2153.8"
"6522","Bramalea--Gore--Malton Federal NDP Riding Association","2005","","","0","0","","","0","0","","","0","0","","","0","0","0","0","0","685.5","","685.5","","","0","","","0","","0","","0","685.5","0","685.5","685.5","0","685.5"
"10259","Bramalea--Gore--Malton Federal NDP Riding Association","2006","","","","","","","","","","","","","","","","","","","","466.43","","466.43","","","","60","","60","","","","","526.43","","526.43","526.43","","526.43"
"3507","Brampton Centre Federal Liberal Association","2004","","","","","","","","","","","","","6059.02","","","","","","","","","","","","","","","","","","","","","","","6059.02","",""
"2851","Brampton West Conservative Association","2004","30644.9","","30644.9","106","17860.64","","17860.64","38","","","","","313.78","313.78","1","48819.32","","48819.32","145","8213.06","","8213.06","","","","40000","","40000","","","","","48213.06","","48213.06","97032.38","0","97032.38"
"6727","Brampton West Conservative Association","2005","18835.36","","18835.36","108","17916.67","","17916.67","46","","","0","0","","","0","36752.03","0","36752.03","154","","","0","","","0","54782.69","","54782.69","","0","","0","54782.69","0","54782.69","91534.72","0","91534.72"
"10462","Brampton West Conservative Association","2006","3155","0","3155","19","4135","0","4135","13","165","0","165","1","0","0","0","7455","0","7455","33","3995.2","0","3995.2","72.4","0","72.4","43254.56","0","43254.56","0","0","0","0","47322.16","0","47322.16","54777.16","0","54777.16"
"7141","Brampton West Federal Green Party Association","2005","270","","270","5","","","","","","","","","","","","270","","270","5","","","","","","","","","","","","","","","","","270","","270"
"2928","Brampton West Federal Liberal Association","2004","21500","","","56","14700","","","27","","","","","","","","36200","","","83","12696.16","","","4889.42","","","2000","","","","","","","19585.58","","","55785.58","",""
"6896","Brampton West Federal Liberal Association","2005","42086.49","","42086.49","103","12017.06","","12017.06","13","","","","","","","","54103.55","","54103.55","116","","","","","","","","","","","","","","","","","54103.55","","54103.55"
"10631","Brampton West Federal Liberal Association","2006","7390","","7390","25","1000","","1000","1","","","","","","","","8390","","8390","26","","","","","","","10581.5","","10581.5","","","","","10581.5","","10581.5","18971.5","","18971.5"
"3158","Brampton West Federal NDP Riding Association","2004","550","","550","4","","","0","0","","","0","0","","","0","550","0","550","4","500","","500","","","0","1199.89","","1199.89","","0","","0","1699.89","0","1699.89","2249.89","0","2249.89"
"6266","Brampton West Federal NDP Riding Association","2005","1650","","1650","9","","","0","0","","","0","0","","","0","1650","0","1650","9","","","0","","","0","","","0","","0","","0","0","0","0","1650","0","1650"
"10003","Brampton West Federal NDP Riding Association","2006","1230","0","1230","90","0","0","0","0","0","0","0","0","0","0","0","1230","0","1230","90","5626.65","0","5626.65","0","0","0","3397.42","0","3397.42","0","0","0","0","9024.07","0","9024.07","10254.07","0","10254.07"
"3496","Brampton West--Mississauga Federal Liberal Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3943","Brampton--Springdale Conservative Association","2004","","","","","","","","","","","","","","","","","","","","25142.33","","","","","","","","","","","","","","","","25142.33","",""
"6725","Brampton--Springdale Conservative Association","2005","3445","","3445","20","1400","","1400","2","","","","","","","","4845","","4845","22","568","","568","","","","","","","","","","","568","","568","5413","","5413"
"10460","Brampton--Springdale Conservative Association","2006","1920.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1920.2","",""
"11041","Brampton--Springdale Federal Green Party Association","2005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"10891","Brampton--Springdale Federal Green Party Association","2006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2927","Brampton--Springdale Federal Liberal Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6900","Brampton--Springdale Federal Liberal Association","2005","49706.7","","49706.7","92","26515.13","","26515.13","37","","","","","","","","76221.83","","","129","","","","","","","","","","","","","","","","","76221.83","","76221.83"
"10635","Brampton--Springdale Federal Liberal Association","2006","15900","","15900","23","5800","","5800","11","","","","","","","","21700","","21700","34","3137.25","6693.65","9830.9","","","","40852.34","","40852.34","","","","","43989.59","6693.65","50683.24","65689.59","6693.65","72383.24"
"3157","Brampton--Springdale Federal NDP Riding Association","2004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6286","Brampton--Springdale Federal NDP Riding Association","2005","3490","","3490","13","","","0","0","","","0","0","","","0","3490","0","3490","13","1307","","1307","","","0","","","0","","0","","0","1307","0","1307","4797","0","4797"
"10023","Brampton--Springdale Federal NDP Riding Association","2006","100","","100","1","","","","","","","","","","","","100","","100","1","","","","","","","3409.34","802.5","4211.84","","","","","3409.34","802.5","4211.84","3509.34","802.5","4311.84"
