"DATE","TITLE","ACTIVITY"
"27533","2","Halifax Federal Liberal Association","0","0","40000","0","0","0","0","0"
"27533","3","Liberal Party of Canada","250","0","0","0","0","0","0","0"
"27534","1","Halifax West Liberal Assoc #12005","0","0","139587.17","0","0","0","0","0"
"27534","2","Regan, Geoff","0","0","0","0","0","0","0","145.31"
"27535","1","Cumberland Colchester Musquodoboit Valley","0","0","18819.6","0","0","0","0","0"
"27536","2","Sackville Eastern Shore Federal Liberal Associatio","0","0","655.31","0","0","0","0","0"
"27536","1","Sackville Eastern Shore Federal Liberal Associatio","0","0","6000","0","0","0","0","0"
"27537","3","Long, Wayne R","","","","","","","","84"
"27537","1","Saint John Liberal Association","","","1189.54","","","","",""
"27537","2","Saint John Liberal Association","","","14243.57","","","","",""
"27538","1","Parti libéral du Canada","1108.63","0","0","0","0","0","0","0"
"27539","1","Alfred Pellan","0","0","228.06","0","0","0","0","0"
"27539","5","Liberal Party of Canada","710","0","0","0","0","0","0","0"
"27539","4","Liberal Party of Canada","420","0","0","0","0","0","0","0"
"27539","2","Liberal Party of Canada","240","0","0","0","0","0","0","0"
"27539","3","Liberal Party of Canada","120","0","0","0","0","0","0","0"
"27540","4","Ass lib fed Charlebourg-Haute-St-Charles","0","0","0"," -365.08","0","0","0","0"
"27540","1","Ass lib féd de Beauce - 24005","0","0","76.31","0","0","0","0","0"
"27540","2","Ass lib féd de Beauce - 24005","0","0","0"," -3500","0","0","0","0"
"27540","3","Ass lib féd de Beauce - 24005","0","0","3390.62","0","0","0","0","0"
"27540","5","Ass llib fed Charlebourg-Haute-St-Cl","","","1494.44","","","","",""
"27541","2","La Pointe De L'Ile Federal Liberal Association","0","0","2484.41","0","0","0","0","0"
"27541","1","La Pointe De L'Ile Federal Liberal Association","0","0","0","5","0","0","0","0"
"27542","2","ALF de Charlesbourg--Haute-Saint-Charles","0","0","249.07","0","0","0","0","0"
"27542","1","Association Libérale fédérale Lévis--Bellechasse","0","0","3272.37","0","0","0","0","0"
"27542","3","Turgeon, Jacques","0","0","0","0","0","0","0","94"
"27543","1","ALF  de Beauport--Limoilou","0","0","835.44","0","0","0","0","0"
"27543","2","ALF de  de Charlesbourg-Haute-Saint-Charles","0","0","1909.57","0","0","0","0","0"
"27543","3","Liberal Party of Canada","0.69","0","0","0","0","0","0","0"
"27544","1","association libérale fédérale de Brome--Misisquoi","0","0","13250.52","0","0","0","0","0"
"27544","2","Parti libéral du Canada","360","0","0","0","0","0","0","0"
"27545","3","ALF de Charlesbourg-Haute-Saint-C","","","2905.86","","","","",""
"27545","1","ALF de Lotbinière--Chutes-de-la-Ch","","","921.08","","","","",""
"27545","2","Boucher, Claude","","","","","","","","220"
"27547","2","Ass. Libérale de Charlesbourg","","","3570.06","","","","",""
"27547","3","Parti libéral du Canada","1265.5","","","","","","",""
"27547","1","Rousseau, Youri","","","0","","","","","160.04"
"27548","1","Association libérale fédérale de Manicouagan","0","0","1089.32","0","0","0","0","0"
"27548","3","Liberal Party of Canada","1.51","0","0","0","0","0","0","0"
"27548","2","Liberal Party of Canada","600","0","0","0","0","0","0","0"
"27549","3","ADC Beauport","","","83","","","","",""
"27549","1","ADC Charlesbourg HSC # 24013","","","1242.92","302.88","","","",""
"27549","2","ADC Louis hébert","","","249","","","","",""
"27551","1","Liberal Party - bank account transfer","0","0","32963.63","0","0","0","0","0"
"27551","2","Liberal Party of Canada","50","0","0","0","0","0","0","0"
"27554","1","Association libérale fédérale de Papineau","0","0","39681.63","0","0","0","0","0"
"27554","3","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27554","7","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27554","5","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27554","6","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27554","2","Liberal Party of Canada","1524.86","0","0","0","0","0","0","0"
"27554","4","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27555","1","Association libérale fédérale du comté de Québec","0","0","799.85","0","0","0","0","0"
"27555","3","Charlesbourg—Haute-Saint-Charles FLA","0","0","1162.35","0","0","0","0","0"
"27555","4","Liberal Party of Canada","580","0","0","0","0","0","0","0"
"27555","2","Liberal Party of Canada","1057.49","0","0","0","0","0","0","0"
"27557","1","Repentigny FLA","","","1420.46","","","","",""
"27558","1","ALF de Richmond Arthabaska","0","0","1328.08","0","0","0","0","0"
"27559","1","Conconscription Gatinea 24020","0","0","23273.28","0","0","0","0","0"
"27560","1","ALF  de Rivière-des-Mille-Îles","0","0","1455.01","0","0","0","0","0"
"27560","3","Liberal Party of Canada","420","0","0","0","0","0","0","0"
"27560","2","Liberal Party of Canada","541.34","0","0","0","0","0","0","0"
"27561","2","Parti libéral du Canada","708.98","","","","","","",""
"27561","1","Parti libéral du Canada","60","","","","","","",""
"27562","1","24059-Assoc libérale féd Rivière-du-Nord","0","0","734.72","0","0","0","0","0"
"27563","4","Liberal Party of Canada","100.91","0","0","0","0","0","0","0"
"27563","6","Liberal Party of Canada","92.14","0","0","0","0","0","0","0"
"27563","2","Liberal Party of Canada","215.47","0","0","0","0","0","0","0"
"27563","7","Liberal Party of Canada","89.21","0","0","0","0","0","0","0"
"27563","5","Liberal Party of Canada","96.04","0","0","0","0","0","0","0"
"27563","3","Liberal Party of Canada-OUTREMONT Liberal Associat","199.72","0","0","0","0","0","0","0"
"27563","1","ROSEMONT LA PETITE PATRIE","0","0","2129.62","0","0","0","0","0"
"27564","1","Hull Alymer Federal Liberal Association","0","0","30239.41","0","0","0","0","0"
"27564","2","Hull Alymer Federal Liberal Association","0","0","1525","0","0","0","0","0"
"27564","3","Liberal Party of Canada","1110","0","0","0","0","0","0","0"
"27565","2","association liberal fédéral de joliette","","","769.37","","","","",""
"27565","1","Parti Liberal du Canada","60","","","","","","",""
"27566","3","Liberal Party of Canada","60","0","0","0","0","0","0","0"
"27566","4","Liberal Party of Canada","229.57","0","0","0","0","0","0","0"
"27566","1","Libérale Fédérale de St-Léonard/St-Michel","0","0","85140.36","0","0","0","0","0"
"27566","2","Libérale Fédérale de St-Léonard/St-Michel","0","0","78.63","0","0","0","0","0"
"27567","1","ass libérale fédérale st-maurice/champlain","0","0","9679.91","0","0","0","0","0"
"27567","2","parti libéral du canada","210.29","0","0","0","0","0","0","0"
"27568","1","Parti liberal du Canada","674.19","","","","","","",""
"27569","1","Lac-Saint-Louis Federal liberal Association","","","105169.88","","","","",""
"27570","2","Liberal Party of Canada","21.25","0","0","0","0","0","0","0"
"27570","1","Liberal Party of Canada Ontario","794","0","0","0","0","0","0","0"
"27571","1","York Simcoe Federal Liberal Association","0","0","9065.39","0","0","0","0","0"
"27572","1","Sudbury Federal Liberal Association","0","0","33147.19","0","0","0","0","0"
"27573","2","Liberal Party of Canada","50","","","","","","",""
"27573","1","Thunder Bay-Rainy River Federal Liberal Association (former riding association)","","","53811.26","","","","",""
"27574","1","Thunder Bay Superior North Liberal Riding Associat","0","0","48850","0","0","0","0","0"
"27575","1","Palliser Federal Liberal Association","0","0","7510.48","0","0","0","0","0"
"27576","2","Liberal Party of Canada","25","0","0","0","0","0","0","0"
"27576","1","Timmins-James Bay Federal Liberal Association","0","0","18604.29","0","0","0","0","0"
"27577","1","Palliser FLA","0","0","5819.28","0","0","0","0","0"
"27578","5","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27578","8","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27578","6","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27578","4","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27578","3","Liberal Party of Canada","5","0","0","0","0","0","0","0"
"27578","9","St. Catharines Federal Liberal Association","0","0","1000","0","0","0","0","0"
"27578","7","Welland Federal Liberal Association","0","0","11463.36","0","0","0","0","0"
"27578","2","Welland Federal Liberal Association","0","0","20246.23","0","0","0","0","0"
"27578","1","Welland Federal Liberal Association","0","0","21064.69","0","0","0","0","0"
"27579","1","Liberal Party of Canada","5931.53","0","0","0","0","0","0","0"
"27579","2","Saskatoon-Humboldt Federal Liberal Association","0","0","6489.93","0","0","0","0","0"
"27580","1","Windsor Tecumseh","0","0","18986.21","0","0","0","0","0"
"27581","1","Liberal Party of Canada","4778.53","0","0","0","0","0","0","0"
"27581","2","Saskatoon Rosetown Biggar FLA","0","0","1332.28","0","0","0","0","0"
"27582","1","Windsor West Federal Liberal Association","0","0","3174.37","0","0","0","0","0"
"27584","1","Calgary Centre Federal Liberal Association","0","0","1500","0","0","0","0","0"
"27585","1","Churchill Keewatinook Aski","0","0","7880.78","0","0","0","0","0"
"27586","6","Avalon Federal Liberal Association","0","0","250","0","0","0","0","0"
"27586","5","Calgary Centre Federal Liberal Association","0","0","1500","0","0","0","0","0"
"27586","3","Edmonton Centre Federal Liberal Association","0","0","1000","0","0","0","0","0"
"27586","8","Fort McMurray Arthabasca Federal Liberal Associati","0","0","495","0","0","0","0","0"
"27586","7","Fort McMurray Arthabasca Federal Liberal Associati","0","0","2604.54","0","0","0","0","0"
"27586","1","Liberal Party of Canada","20000","0","0","0","0","0","0","0"
"27586","2","Ottawa Centre Federal Liberal Association","0","0","700","0","0","0","0","0"
"27586","4","Red Deer Federal Liberal Association","0","0","500","0","0","0","0","0"
"27587","1","Dauphin-Swan River-Neepawa Federal Liberal Associa","0","0","12716.31","0","0","0","0","0"
"27587","2","Liberal Party of Canada","120","0","0","0","0","0","0","0"
"27588","07","Liberal Party of Canada","175","","","","","","",""
"27588","05","Liberal Party of Canada","25","","","","","","",""
"27588","06","Liberal Party of Canada","25","","","","","","",""
"27588","01","Saint Boniface Federal Liberal Asso","","","9150.37","","","","",""
"27588","02","Saint Boniface Federal Liberal Asso","","","","25407.83","","","",""
"27588","03","Saint Boniface Federal Liberal Asso","","","","450.45","","","",""
"27588","04","Vandal, Daniel","","","","","","","","5.02"
"27589","1","Selkirk Interlake","0","0","160","0","0","0","0","0"
"27589","3","Selkirk Interlake","0","0","18.79","0","0","0","0","0"
"27589","2","Selkirk Interlake","0","0","6476","0","0","0","0","0"
"27590","1","Blackstrap Federal Liberal Association","0","0","14138.71","0","0","0","0","0"
"27590","4","Blackstrap Federal Liberal Association","0","0","0","1500","0","0","0","0"
"27590","2","Liberal Party of Canada","566.06","0","0","0","0","0","0","0"
"27590","3","Muggli, Tracy","0","0","0","0","28.54","0","0","0"
"27591","1","Cypress Hills-Grasslands FLA","","","2732.28","","","","",""
"27592","1","Liberal Party of Canada","1882.84","0","0","0","0","0","0","0"
"27593","1","Souris Moose Mountain FLA","0","0","13973.2","0","0","0","0","0"
"27594","1","Liberal Party of Canada","50","0","0","0","0","0","0","0"
"27594","4","Liberal Party of Canada","800","0","0","0","0","0","0","0"
"27594","3","Liberal Party of Canada","100","0","0","0","0","0","0","0"
"27594","2","Wascana Federal Liberal Association","0","0","122603.28","0","0","0","0","0"
"27595","1","Edmonton Strathcona Federal Liberal","0","0","708","0","0","0","0","0"
"27595","4","Edmonton Strathcona Federal Liberal","0","0","2293.47","0","0","0","0","0"
"27595","2","Edmonton Strathcona Federal Liberal","0","0","20000","0","0","0","0","0"
"27595","3","Liberal Party of Canada","122.35","0","0","0","0","0","0","0"
"27596","1","Liberal Party of Canada","23215.75","0","0","0","0","0","0","0"
"27597","1","Kamloops","0","0","6821.37","0","0","0","0","0"
"27598","2","Liberal Party","50","0","0","0","0","0","0","0"
"27598","1","Okanagan Shuswap","0","0","15789.61","0","0","0","0","0"
"27599","1","Calgary Centre North Federal Liberal Association","0","0","12822.87","0","0","0","0","0"
"27599","2","Liberal Party of Canada","8716.19","0","0","0","0","0","0","0"
"27600","1","Port Moody","0","0","8514.82","0","0","0","0","0"
"27601","02","Calgary Heritage Fed Lib Association","","","437.3","","","","",""
"27601","01","Calgary Heritage Fed Lib Association","","","5004","","","","",""
"27602","1","Prince George Peace River","0","0","2466.55","0","0","0","0","0"
"27603","1","Calgary--Nose Hill Federal Liberal Association","0","0","1745.52","0","0","0","0","0"
"27603","2","Calgary--Nose Hill Federal Liberal Association","0","0","14000","0","0","0","0","0"
"27603","3","Liberal Party of Canada","4400.81","0","0","0","0","0","0","0"
"27603","4","Liberal Party of Canada","20","0","0","0","0","0","0","0"
"27604","1","Saanich","0","0","24150.59","0","0","0","0","0"
"27606","1","Surrey North","0","0","901.31","0","0","0","0","0"
"27607","1","Calgary Centre Federal Liberal Association","0","0","32380.4","0","0","0","0","0"
"27607","2","Calgary Centre Federal Liberal Association","0","0","445.71","0","0","0","0","0"
"27607","5","Calgary Centre Federal Liberal Association","0","0","1286.95","0","0","0","0","0"
"27607","4","Calgary Centre Federal Liberal Association","0","0","20914.93","0","0","0","0","0"
"27607","3","Liberal Party of Canada","263.21","0","0","0","0","0","0","0"
"27608","2","Calgary Southeast Federal Liberal Association","0","0","5784.52","0","0","0","0","0"
"27608","1","Liberal Party of Canada","3297.57","0","0","0","0","0","0","0"
"27609","4","Banff Airdrie Fed Lib Association","","","200","","","","",""
"27609","2","Banff Airdrie Fed Lib Association","","","500","","","","",""
"27609","1","Calgary Centre Fed Lib Association","","","500","","","","",""
"27609","3","Calgary Centre Fed Lib Association","","","200","","","","",""
"27609","5","Calgary Rocky Ridge Fed Lib Association","","","700","","","","",""
"27610","1","Calgary West Federal Liberal Association","0","0","18937.4","0","0","0","0","0"
"27610","2","Liberal Party of Canada","5185.33","0","0","0","0","0","0","0"
"27611","1","Liberal Party of Canada","1513.87","0","0","0","0","0","0","0"
"27612","1","Liberal Party of Canada","166.25","","","","","","",""
"27612","2","Liberal Party of Canada","166.25","","","","","","",""
"27612","3","Liberal Party of Canada","180.88","","","","","","",""
"27612","8","Liberal Party of Canada","277.03","","","","","","",""
"27612","5","Liberal Party of Canada","1291.94","","","","","","",""
"27612","6","Liberal Party of Canada","261.19","","","","","","",""
"27612","7","Liberal Party of Canada","272.16","","","","","","",""
"27612","4","Liberal Party of Canada","212.56","","","","","","",""
"27613","1","Edmonton Centre [48012]","0","0","103832.05","0","0","0","0","0"
"27613","3","Liberal Party of Canada","50","0","0","0","0","0","0","0"
"27613","2","Liberal Party of Canada","306.56","0","0","0","0","0","0","0"
"27614","1","Conservative Party of Canada","9932.49","0","0","0","0","0","0","0"
